"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-01","1995","01","01","","2.5","","-1.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-02","1995","01","02","","2.5","","-1.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-03","1995","01","03","","4.0","","-1.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-04","1995","01","04","","4.0","","-1.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-05","1995","01","05","","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-06","1995","01","06","","5.0","","-1.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-07","1995","01","07","","9.0","","-2.0","","3.5","","14.5","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-08","1995","01","08","","9.0","","4.0","","6.5","","11.5","","0.0","","13.0","","0.0","","13.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-09","1995","01","09","","11.0","","4.5","","7.8","","10.2","","0.0","","5.4","","0.0","","5.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-10","1995","01","10","","10.0","","6.0","","8.0","","10.0","","0.0","","13.0","","0.0","","13.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-11","1995","01","11","","8.0","","4.0","","6.0","","12.0","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-12","1995","01","12","","7.0","","5.0","","6.0","","12.0","","0.0","","19.0","","0.0","","19.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-13","1995","01","13","","9.0","","3.5","","6.3","","11.7","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-14","1995","01","14","","8.0","E","4.0","","6.0","E","12.0","E","0.0","E","51.0","","0.0","","51.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-15","1995","01","15","","","M","4.0","","","M","","M","","M","7.0","","0.0","","7.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-16","1995","01","16","","4.0","","2.0","","3.0","","15.0","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-17","1995","01","17","","5.0","","1.0","","3.0","","15.0","","0.0","","24.0","","0.0","","24.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-18","1995","01","18","","7.0","","2.0","","4.5","","13.5","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-19","1995","01","19","","9.0","","2.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-20","1995","01","20","","10.0","","4.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-21","1995","01","21","","8.0","","3.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-22","1995","01","22","","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-23","1995","01","23","","7.0","","2.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-24","1995","01","24","","7.0","","1.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-25","1995","01","25","","9.0","","2.0","","5.5","","12.5","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-26","1995","01","26","","9.0","","3.0","","6.0","","12.0","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-27","1995","01","27","","10.5","","3.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-28","1995","01","28","","10.0","","4.0","","7.0","","11.0","","0.0","","30.0","","0.0","","30.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-29","1995","01","29","","11.0","","8.0","","9.5","","8.5","","0.0","","20.0","","0.0","","20.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-30","1995","01","30","","11.0","","7.0","","9.0","","9.0","","0.0","","21.0","","0.0","","21.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-01-31","1995","01","31","","10.0","","5.0","","7.5","","10.5","","0.0","","12.0","","0.0","","12.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-01","1995","02","01","","10.0","","6.0","","8.0","","10.0","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-02","1995","02","02","","10.0","","4.0","","7.0","","11.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-03","1995","02","03","","9.0","","6.0","","7.5","","10.5","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-04","1995","02","04","","9.0","","5.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-05","1995","02","05","","11.0","","4.0","","7.5","","10.5","","0.0","","14.0","","0.0","","14.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-06","1995","02","06","","8.0","","7.0","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-07","1995","02","07","","11.0","","3.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-08","1995","02","08","","13.0","","6.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-09","1995","02","09","","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-10","1995","02","10","","10.0","","3.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-11","1995","02","11","","13.0","","2.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-12","1995","02","12","","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-13","1995","02","13","","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-14","1995","02","14","","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","15.0","","15.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-15","1995","02","15","","5.0","","-5.0","","0.0","","18.0","","0.0","","7.0","","0.0","","7.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-16","1995","02","16","","4.0","","1.0","","2.5","","15.5","","0.0","","40.0","","0.0","","40.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-17","1995","02","17","","6.5","","3.0","","4.8","","13.2","","0.0","","9.5","","0.0","","9.5","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-18","1995","02","18","","8.0","","4.0","","6.0","","12.0","","0.0","","47.0","","0.0","","47.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-19","1995","02","19","","10.0","","4.0","","7.0","","11.0","","0.0","","26.0","","0.0","","26.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-20","1995","02","20","","9.0","","4.5","","6.8","","11.2","","0.0","","20.0","E","0.0","","20.0","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-21","1995","02","21","","8.5","","4.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-22","1995","02","22","","7.5","","3.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-23","1995","02","23","","13.0","","2.5","","7.8","","10.2","","0.0","","8.0","","0.0","","8.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-24","1995","02","24","","8.0","","4.0","","6.0","","12.0","","0.0","","13.0","","0.0","","13.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-25","1995","02","25","","8.0","","2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-26","1995","02","26","","6.0","","0.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-27","1995","02","27","","7.0","","-0.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-02-28","1995","02","28","","8.0","","2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-01","1995","03","01","","9.0","","2.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-02","1995","03","02","","9.0","","-2.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-03","1995","03","03","","8.0","","-1.0","","3.5","","14.5","","0.0","","3.5","","0.0","","3.5","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-04","1995","03","04","","","M","0.0","","","M","","M","","M","4.0","","6.0","","10.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-05","1995","03","05","","1.0","","-3.5","","-1.3","","19.3","","0.0","","0.0","","9.0","","9.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-06","1995","03","06","","6.0","","-3.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-07","1995","03","07","","7.0","","-3.0","","2.0","","16.0","","0.0","","1.0","","0.0","","1.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-08","1995","03","08","","8.5","","1.0","","4.8","","13.2","","0.0","","34.0","","0.0","","34.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-09","1995","03","09","","14.5","","5.0","","9.8","","8.2","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-10","1995","03","10","","10.0","","6.0","","8.0","","10.0","","0.0","","23.0","","0.0","","23.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-11","1995","03","11","","10.0","","6.0","","8.0","","10.0","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-12","1995","03","12","","9.0","","2.0","","5.5","","12.5","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-13","1995","03","13","","12.0","","1.0","","6.5","","11.5","","0.0","","8.0","","0.0","","8.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-14","1995","03","14","","13.0","","7.0","","10.0","","8.0","","0.0","","16.0","","0.0","","16.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-15","1995","03","15","","9.0","","5.0","","7.0","","11.0","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-16","1995","03","16","","12.0","","3.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-17","1995","03","17","","15.0","","6.0","","10.5","","7.5","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-18","1995","03","18","","11.0","","6.0","","8.5","","9.5","","0.0","","17.5","","0.0","","17.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-19","1995","03","19","","8.0","","3.0","","5.5","","12.5","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-20","1995","03","20","","11.0","","4.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-21","1995","03","21","","6.0","","4.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-22","1995","03","22","","6.0","","2.0","","4.0","","14.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-23","1995","03","23","","6.5","","1.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-24","1995","03","24","","6.5","","0.0","","3.3","","14.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-25","1995","03","25","","8.0","","0.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-26","1995","03","26","","11.0","","2.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-27","1995","03","27","","14.0","","4.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-28","1995","03","28","","16.0","","6.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-29","1995","03","29","","16.0","","7.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-30","1995","03","30","","19.0","","9.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-03-31","1995","03","31","","16.0","","10.0","","13.0","","5.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-01","1995","04","01","","14.0","","4.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-02","1995","04","02","","9.0","","5.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-03","1995","04","03","","18.0","","6.0","","12.0","","6.0","","0.0","","10.5","","0.0","","10.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-04","1995","04","04","","12.0","","6.0","","9.0","","9.0","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-05","1995","04","05","","11.0","","3.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-06","1995","04","06","","11.0","","4.0","","7.5","","10.5","","0.0","","8.0","","0.0","","8.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-07","1995","04","07","","11.0","","5.0","","8.0","","10.0","","0.0","","16.5","","0.0","","16.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-08","1995","04","08","","9.5","","3.0","","6.3","","11.7","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-09","1995","04","09","","10.0","","3.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-10","1995","04","10","","9.5","","2.5","","6.0","","12.0","","0.0","","13.6","","0.0","","13.6","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-11","1995","04","11","","10.0","","2.0","","6.0","","12.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-12","1995","04","12","","10.0","","3.0","","6.5","","11.5","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-13","1995","04","13","","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-14","1995","04","14","","10.0","","2.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-15","1995","04","15","","10.0","","3.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-16","1995","04","16","","14.0","","4.0","","9.0","","9.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-17","1995","04","17","","9.0","","4.0","","6.5","","11.5","","0.0","","15.0","","0.0","","15.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-18","1995","04","18","","9.0","","2.5","","5.8","","12.2","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-19","1995","04","19","","9.0","","2.5","","5.8","","12.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-20","1995","04","20","","10.5","","4.0","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-21","1995","04","21","","13.0","","4.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-22","1995","04","22","","16.0","","6.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-23","1995","04","23","","18.0","","6.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-24","1995","04","24","","18.0","","7.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-25","1995","04","25","","20.0","","10.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1995-04-26","1995","04","26","","20.0","","10.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
